title,url,description,genres
The Iliza Shlesinger Sketch Show,https://www.metacritic.com/tv/self-made-inspired-by-the-life-of-madam-cj-walker/,"Octavia Spencer stars as Madam C.J. Walker, the first self-made African-American woman millionaire in this four-part limited series based on Walker's great-great-grandaughter's book On Her Own Ground.","['Biography', 'Drama', 'History', '', '', '', 'Biography', 'Drama', 'History']"
How to Fix a Drug Scandal,https://www.metacritic.com/tv/the-letter-for-the-king/,Teenage squire Tiuri (Amir Wilson) and his friends travels across several kingdoms to deliver a secret letter to the King in this fantasy series based on the Dutch novel by Tonke Dragt.,"['Action', 'Adventure', 'Family', 'Fantasy', '', '', '', '', 'Action', 'Adventure', 'Family', 'Fantasy']"
The Scheme,https://www.metacritic.com/tv/altered-carbon-resleeved/,The anime spin-off of Altered Carbon finds Takeshi Kovacs (voiced by Tatsuhisa Suzuki) in a new sleeve to help look into the murder of the brother of a yakazu boss.,"['Animation', 'Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', '', '', '', '', '', '', '', 'Animation', 'Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Three Busy Debras,https://www.metacritic.com/tv/tyler-perrys-ruthless/,Ruth (Melissa L. Williams) takes her daughter with her to join a religious cult in this spin-off of Tyler Perry’s The Oval.,"['Crime', 'Drama', 'Romance', '', '', '', 'Crime', 'Drama', 'Romance']"
Beef House,https://www.metacritic.com/tv/feel-good-2020/,"Canadian comedian Mae (Mae Martin) juggles living in London, dealing with her parents (Adrian Lukis and Lisa Kudrow), her recovery from addiction and falling for heterosexual girl named George (Charlotte Ritchie).","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
Danger Force,https://www.metacritic.com/tv/motherland-fort-salem/,"In an alternative America where witches avoided the witch trials by agreeing to cooperate with the government, three young witches: Raelle (Taylor Hickson), Tally (Jessica Sutton) and Abigail (Ashley Nicole Williams) undergo combat magic training and fight a dangerous foe in this drama series created by Eliot Laurence.","['Drama', 'Fantasy', 'Sci-Fi', 'Thriller', '', '', '', '', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']"
Baghdad Central,https://www.metacritic.com/tv/little-fires-everywhere/,The seemingly perfect life of The Richardsons (Reese Witherspoon and Joshua Jackson) is turned upside down by Mia Warren (Kerry Washington) and her daughter in the adaptation of Celeste Ng novel of the same name.,"['Drama', 'Mystery', 'Thriller', '', '', '', 'Drama', 'Mystery', 'Thriller']"
Vagrant Queen,https://www.metacritic.com/tv/niall-fergusons-networld/,"The three-part documentary series hosted by historian Niall Ferguson and based on his book, ""The Square and the Tower: Networks and Power, from the Freemasons to Facebook,"" looks into the history of social networks beginning with the invention of the printing press to the World Wide Web and the ways nations and terrorists are using socia...","['Action', '', 'Action']"
Be Our Chef,https://www.metacritic.com/tv/the-plot-against-america/,"The six-part miniseries based on novel of the same name by Philip Roth is set in an alternate universe where a President Charles Lindbergh favors anti-Semitism and fascism is experienced by a working-class Jewish-American family (Zoe Kazan, Morgan Spector and Winona Ryder).","['Drama', 'Thriller', '', '', 'Drama', 'Thriller']"
Making the Cut,https://www.metacritic.com/tv/the-pale-horse/,Mark Easterbrook (Rufus Sewell) looks into why his name was on a list found in a dead woman's shoe in Sarah Phelps' latest Agatha Christie adaptation.,"['Crime', 'Drama', 'Mystery', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Kill Chain: The Cyber War on America's Elections,https://www.metacritic.com/tv/beastars/,"The Japanese anime based on the manga is set at a boarding school where wolf Legoshi (voiced by Jonah Scott), dwarf rabbit Haru (voice by Lara Jill Miller), red deer Louis (voiced by Griffin Puatu) deal not only with school and love, but their own nature (carnivore vs. herbivore).","['Animation', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller', '', '', '', '', '', '', '', 'Animation', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']"
Unorthodox,https://www.metacritic.com/tv/the-funny-dance-show/,"Hosted by Justine Marino and Heidi Heasle, comedians learn dance numbers and compete in dance-offs to win $10,000 for their charity of choice.","['Comedy', 'Game-Show', 'Music', 'Reality-TV', '', '', '', '', 'Comedy', 'Game-Show', 'Music', 'Reality-TV']"
Council Of Dads,https://www.metacritic.com/tv/carmen-sandiego-to-steal-or-not-to-steal/,The interactive special where viewers help choose how Carmen (voiced by Gina Rodriguez) rescues Ivy (Abby Trot) and Zack (Michael Hawley) from V.I.L.E. in Shanghai.,"['Animation', 'Unknown', 'Action', 'Adventure', 'Family', '', '', '', '', '', 'Animation', 'Unknown', 'Action', 'Adventure', 'Family']"
Miss Fisher and the Crypt of Tears,https://www.metacritic.com/tv/marc-maron-end-times-fun/,The second comedy special from Marc Maron on Netflix was filmed at the REDCAT Roy and Edna Disney/CalArts Theater in Los Angeles in October 2019.,"['Comedy', '', 'Comedy']"
Jamie: Keep Cooking & Carry On,https://www.metacritic.com/tv/cosmos-possible-worlds/,"Airing on FOX and National Geographic, Neil deGrasse Tyson returns as host of the second installment of the reboot of Carl Sagan's 80s series.","['Documentary', 'Animation', 'Family', 'Fantasy', '', '', '', '', 'Documentary', 'Animation', 'Family', 'Fantasy']"
Freud,https://www.metacritic.com/tv/hillary/,The four-part documentary series directed by Nanette Burstein about the former First Lady and Secretary of State Hillary Rodham Clinton features interviews as well as behind the scenes footage from her 2016 campaign for President.,"['Documentary', 'Biography', '', '', 'Documentary', 'Biography']"
The English Game,https://www.metacritic.com/tv/zerozerozero/,The eight-part series adapted from Roberto Saviano's book of the same name looks into the international cocaine trade.,"['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
Tiger King,https://www.metacritic.com/tv/amazing-stories-2020/,"The reboot of the 1985 Steven Spielberg anthology series with the first season featuring episodes directed by Michael Dinner, Susanna Fogel, Chris Long, Mark Mylod, and Sylvain White.","['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', '', '', '', '', '', '', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']"
Self Made: Inspired by the Life of Madam C.J. Walker,https://www.metacritic.com/tv/the-most-dangerous-animal-of-all/,The four-part documentary series looks at Gary Stewart's search for his biological father and the evidence that reveal the man was the Zodiac Killer.,"['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
The Letter for the King,https://www.metacritic.com/tv/devs/,"Lily Chan (Sonoya Mizuno), a young computer engineer, thinks a division of the San Francisco tech company she works for may be behind the disappearance of her boyfriend in this miniseries from Alex Garland. [FX on Hulu]","['Drama', 'Mystery', 'Sci-Fi', 'Thriller', '', '', '', '', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Altered Carbon: Resleeved,https://www.metacritic.com/tv/twenties/,"Aspiring writer/PA Hattie (Jonica ""JoJo"" T. Gibbs), film executive Marie (Christina Elmore) and ex-child-star-turned-yoga-instructor Nia (Gabrielle Graham) balance work, love and friendship in Los Angeles in the comedy series from Lena Waithe.","['Comedy', '', 'Comedy']"
Tyler Perry's Ruthless,https://www.metacritic.com/tv/dave/,20-year-old Dave (Dave Burd) seeks to convince everyone he is the all-time best rapper in this comedy series based on the life of rapper-comedian Dave Burd (aka Lil Dicky).,"['Comedy', 'Music', '', '', 'Comedy', 'Music']"
Feel Good (2020),https://www.metacritic.com/tv/breeders/,"Paul (Martin Freeman) and Ally (Daisy Haggard) are raising their two children when Ally’s father (Michael McKean) shows up in this comedy co-created by Freeman, Chris Addison, and Simon Blackwell.","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
Motherland: Fort Salem,https://www.metacritic.com/tv/tyler-perrys-young-dylan/,"The Wilson family's lives are turned upside down by the arrival of their nephew Young Dylan (Dylan Gilmer), who is an up-and-coming hip-hop star in this comedy from Tyler Perry.","['Action', 'Comedy', 'Family', '', '', '', 'Action', 'Comedy', 'Family']"
Little Fires Everywhere,https://www.metacritic.com/tv/shop-class/,"Each week a group of experts will judge the unique pieces three teams of young builders design, build and test in the competitive reality show hosted by Justin Long.","['Adventure', 'Family', 'Game-Show', '', '', '', 'Adventure', 'Family', 'Game-Show']"
Niall Ferguson's Networld,https://www.metacritic.com/tv/queen-sono/,"Queen Sono (Pearl Thusi), a spy with the secret Special Operations Group (SOG) looks into the assassination of her mother, a revolutionary leader, in this South African spy thriller created by Kagiso Lediga.","['Action', 'Crime', 'Drama', 'Thriller', '', '', '', '', 'Action', 'Crime', 'Drama', 'Thriller']"
The Plot Against America,https://www.metacritic.com/tv/followers/,Struggling actress Natsume's (Elaiza Ikeda) life is changed after a photographer (Miki Nakatani) posts a picture of her on Instagram in this Japanese drama directed by Mika Ninagawa.,"['Drama', 'Romance', '', '', 'Drama', 'Romance']"
The Pale Horse,https://www.metacritic.com/tv/its-personal-with-amy-hoggart/,"The Full Frontal with Samantha Bee correspondent seeks to help real people with personal issues like anxiety, body image, monogamy and revenge.","['Comedy', '', 'Comedy']"
Beastars,https://www.metacritic.com/tv/the-trials-of-gabriel-fernandez/,The six-part documentary series from Brian Knappenberger looks into the case of an 8-year-old killed by his parents in 2013 and the cracks in the child protective services system that failed to protect him.,"['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
The Funny Dance Show,https://www.metacritic.com/tv/the-trials-of-gabriel-fernandez/,The six-part documentary series from Brian Knappenberger looks into the case of an 8-year-old killed by his parents in 2013 and the cracks in the child protective services system that failed to protect him.,"['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
Carmen Sandiego: To Steal or Not to Steal,https://www.metacritic.com/tv/pete-davidson-alive-from-new-york/,The stand-up special from the Saturday Night Live cast member was recorded at New York's Gramercy Theater.,"['Comedy', '', 'Comedy']"
Marc Maron: End Times Fun,https://www.metacritic.com/tv/babies/,The six-part documentary series filmed over three years follows 15 infants during their first year.,"['Documentary', '', 'Documentary']"
Cosmos: Possible Worlds,https://www.metacritic.com/tv/gentefied/,"Three Mexican-American cousins (Karrie Martin, JJ Soria, and Carlos Santos) struggle for the American Dream as their grandfather's (Joaquin Cosio) taco business is threatened by gentrification in this dramedy from Marvin Lemus and Linda Yvette Chávez.","['Comedy', '', 'Comedy']"
Hillary,https://www.metacritic.com/tv/hunters-2020/,"Set in 1977, Jonah Heidelbaum (Logan Lerman) seeks out the killer of his grandmother and finds himself involved with Meyer Offerman's (Al Pacino) group of Nazi hunters in New York City in this drama series created by David Weil and executive produced by Jordan Peele.","['Crime', 'Drama', 'Mystery', '', '', '', 'Crime', 'Drama', 'Mystery']"
ZeroZeroZero,https://www.metacritic.com/tv/year-of-the-rabbit/,Hard-living Victorian detective Inspector Rabbit (Matt Berry) reluctantly investigates murders with a new straight-laced partner (Freddie Fox) and the adopted daughter (Susan Wokoma) of the chief of police in the British comedy written by Andy Riley and Kevin Cecil.,"['Comedy', 'Crime', 'Mystery', '', '', '', 'Comedy', 'Crime', 'Mystery']"
Amazing Stories (2020),https://www.metacritic.com/tv/hot-ones-the-game-show/,"The Sean Evans-hosted YouTube talk show adds a game show spin-off for TruTV, teams of two compete by answering questions while eating hot wings (that get progressively more spicy) for a chance to win $25,000.","['Game-Show', '', 'Game-Show']"
The Most Dangerous Animal of All,https://www.metacritic.com/tv/washington/,"Jeff Daniels narrates the three-night, six-hour documentary miniseries about George Washington which includes dramatic recreations and interviews with historians as well as former President Bill Clinton and former Secretary of State Colin Powell.","['Documentary', 'Biography', 'Drama', 'History', '', '', '', '', 'Documentary', 'Biography', 'Drama', 'History']"
Devs,https://www.metacritic.com/tv/slow-burn/,The six-part documentary series is based on Leon Neyfakh's podcast of the same name and features a look into Watergate and how it resonates in today's present political climate.,"['Documentary', '', 'Documentary']"
Twenties,https://www.metacritic.com/tv/extreme-makeover-home-edition-2020/,Jesse Tyler Ferguson hosts the revival of the ABC home improvement reality show where families who give back to their communities are given a makeover of their home to be completed in a week.,"['Reality-TV', '', 'Reality-TV']"
Dave,https://www.metacritic.com/tv/war-of-the-worlds-2020/,The re-imagining of H.G. Wells' classic sci-fi story by Howard Overman follows survivors in present-day Europe after aliens attack Earth.,"['Drama', 'Mystery', 'Sci-Fi', '', '', '', 'Drama', 'Mystery', 'Sci-Fi']"
Breeders,https://www.metacritic.com/tv/duncanville/,"The animated family comedy from Mike and Julie Scully focuses Duncan (voiced by Amy Poehler), a very average 15-year-old boy and high-strung his mother (also voiced by Amy Poehler).","['Animation', 'Comedy', '', '', 'Animation', 'Comedy']"
